AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
33,0.1812,757,'3 3BR','2000-2009',75000
61,0.36,572,'2 2BR','2000-2009',0
46,0.8539285714,1156,'1 1BR','1960-1979',56000
66,0.20941176469999997,1471,'2 2BR','1980-1989',53500
57,0.14808,815,'3 3BR','1980-1989',0
57,0.45585,1028,'2 2BR','1980-1989',0
83,9.6376365164,735,'1 1BR','1980-1989',0
82,1.0036764706,782,'2 2BR','1960-1979',0
54,0.0197331589,1139,'3 3BR','1960-1979',135000
-9,-9.0,1105,'3 3BR','1980-1989',-9
28,0.29058697969999997,1164,'3 3BR','2000-2009',85000
50,0.11907692310000001,844,'2 2BR','1980-1989',79000
-9,-9.0,882,'3 3BR','2000-2009',-9
65,0.19787234039999999,844,'2 2BR','1980-1989',0
54,0.8746078155,724,'3 3BR','1980-1989',0
45,0.479804878,724,'3 3BR','1980-1989',61500
-9,-9.0,798,'2 2BR','1980-1989',-9
79,0.36664615380000004,923,'3 3BR','2000-2009',52200
33,0.1105,548,'2 2BR','1990-1999',24000
33,0.053279999999999994,757,'3 3BR','2000-2009',125000
38,0.2510711368,1097,'3 3BR','2000-2009',59983
54,0.2981818182,1097,'3 3BR','2000-2009',72600
34,0.1446,930,'3 3BR','1980-1989',120000
-9,-9.0,1741,'4 4BR+','2000-2009',-9
93,0.5593548387,516,'0 Studio','1980-1989',0
34,0.2083059904,735,'2 2BR','1980-1989',59000
41,0.039279279300000004,710,'3 3BR','1980-1989',126200
44,0.057321026500000004,610,'2 2BR','2000-2009',500968
49,0.16261818179999998,791,'3 3BR','1980-1989',81500
18,0.2908,738,'3 3BR','2000-2009',30000
52,0.18645,738,'3 3BR','2000-2009',80000
34,0.3015232392,900,'4 4BR+','2000-2009',159000
59,0.3220363636,925,'3 3BR','2000-2009',27500
-9,-9.0,1036,'4 4BR+','2000-2009',-9
77,0.13441696109999998,767,'4 4BR+','1980-1989',0
44,0.271125,744,'3 3BR','2000-2009',32000
53,0.6738461537999999,744,'3 3BR','1980-1989',0
-9,-9.0,757,'3 3BR','2000-2009',-9
55,0.1384615385,935,'2 2BR','1980-1989',65000
26,0.535,832,'1 1BR','1980-1989',12000
93,0.2384079469,935,'2 2BR','1990-1999',0
29,0.4598,935,'2 2BR','2000-2009',60000
46,0.2166857143,686,'2 2BR','1980-1989',35000
37,0.1356116505,896,'2 2BR','2000-2009',165000
57,0.53205,1048,'3 3BR','1980-1989',80000
58,0.17472000000000001,1014,'2 2BR','1980-1989',80000
39,0.19958333329999997,760,'2 2BR','1980-1989',48000
28,0.15959055119999999,760,'2 2BR','1980-1989',127000
71,0.42048029,556,'2 2BR','1980-1989',3600
54,0.2581463415,1009,'4 4BR+','2000-2009',52000
56,0.1265802592,791,'3 3BR','2000-2009',100000
50,0.1457142857,615,'2 2BR','2000-2009',33000
54,0.2195714286,615,'2 2BR','2000-2009',84000
-9,-9.0,791,'3 3BR','2000-2009',-9
30,0.4032352941,1035,'4 4BR+','2000-2009',68000
40,0.4790625,1284,'2 2BR','1980-1989',19200
35,0.0833393839,776,'4 4BR+','2000-2009',500
80,0.022128415099999996,671,'3 3BR','2000-2009',0
23,0.3777112939,556,'2 2BR','2000-2009',0
20,5.085,560,'1 1BR','1980-1989',2400
31,0.1635555556,763,'2 2BR','1980-1989',81000
33,0.040334728,863,'3 3BR','2000-2009',71700
39,0.0356571429,886,'4 4BR+','2000-2009',70000
26,0.4951578947,627,'2 2BR','2000-2009',38000
-9,-9.0,627,'2 2BR','2000-2009',-9
35,0.0768,863,'3 3BR','1980-1989',40000
62,0.2785511811,746,'3 3BR','2000-2009',50000
-9,-9.0,824,'4 4BR+','2000-2009',-9
-9,-9.0,583,'2 2BR','2000-2009',-9
83,0.2968231768,746,'3 3BR','2000-2009',500
78,0.1192821578,1174,'4 4BR+','1980-1989',88000
71,0.3935627081000001,591,'1 1BR','1980-1989',0
57,0.1888627451,941,'4 4BR+','1980-1989',3000
-9,-9.0,690,'2 2BR','1980-1989',-9
21,0.4146,910,'3 3BR','2000-2009',20000
60,0.1713057716,910,'3 3BR','2000-2009',19544
35,0.3456666667,1037,'4 4BR+','2000-2009',72000
43,0.1682720496,899,'3 3BR','1980-1989',49464
71,0.0639041438,1018,'3 3BR','2000-2009',0
62,0.7265625,1104,'3 3BR','1980-1989',0
48,0.1809881272,1018,'3 3BR','2000-2009',130000
43,0.1312,778,'2 2BR','1980-1989',60000
-9,-9.0,738,'3 3BR','2000-2009',-9
-9,-9.0,865,'1 1BR','1980-1989',-9
66,0.1404444444,566,'2 2BR','1980-1989',0
27,0.534,738,'2 2BR','1980-1989',10000
44,0.2009941371,854,'3 3BR','2000-2009',94000
48,0.0712651413,726,'3 3BR','2000-2009',37700
43,0.1736202532,910,'3 3BR','2000-2009',79000
58,0.09126460130000001,1009,'4 4BR+','1980-1989',78760
-9,-9.0,740,'2 2BR','1960-1979',-9
57,0.2274,882,'3 3BR','1980-1989',40000
-9,-9.0,815,'3 3BR','1980-1989',-9
39,0.10635789470000001,683,'2 2BR','1990-1999',95000
23,0.22482352940000008,531,'1 1BR','1980-1989',34000
67,89.060240964,636,'1 1BR','1980-1989',0
39,0.1775,832,'4 4BR+','1960-1979',120000
93,0.0680573664,724,'3 3BR','2000-2009',0
35,0.28,772,'2 2BR','1980-1989',25500
40,0.2306838626,1114,'3 3BR','1980-1989',0
67,0.2640983607,548,'2 2BR','1990-1999',0
-9,-9.0,1165,'2 2BR','1980-1989',-9
32,0.1461111111,1178,'3 3BR','1980-1989',108000
48,0.0696,951,'4 4BR+','2000-2009',0
37,0.24860483239999998,961,'4 4BR+','2000-2009',103000
68,0.3666509978,947,'3 3BR','2000-2009',3002
54,0.3637579668,947,'3 3BR','2000-2009',50000
45,0.1447384615,1174,'4 4BR+','1990-1999',130000
54,0.4307462687,930,'3 3BR','2000-2009',67000
31,0.3946,1515,'3 3BR','1980-1989',60000
20,0.142,531,'1 1BR','2000-2009',54000
-9,-9.0,531,'1 1BR','2000-2009',-9
33,0.1558421053,865,'3 3BR','1980-1989',75300
54,0.21673846149999998,807,'3 3BR','1980-1989',65000
52,0.1219982944,971,'4 4BR+','2000-2009',120000
65,0.3428,755,'2 2BR','1980-1989',30000
30,0.3541632317,1269,'2 2BR','1980-1989',48000
70,0.3538570418,967,'2 2BR','1980-1989',0
32,0.1,883,'4 4BR+','1980-1989',3000
57,0.1194618834,848,'4 4BR+','1990-1999',162954
48,0.0284515526,883,'4 4BR+','1980-1989',19000
47,0.31161702129999996,740,'2 2BR','1980-1989',94000
31,0.2516,638,'2 2BR','1980-1989',30000
26,0.09931723560000001,897,'3 3BR','1980-1989',0
42,0.3021582734,930,'3 3BR','1980-1989',69500
28,0.4292,815,'3 3BR','1980-1989',30000
36,0.23151999999999998,910,'3 3BR','1980-1989',70000
39,0.1709538462,1042,'3 3BR','2000-2009',130000
42,0.2276478094,1169,'4 4BR+','2000-2009',215100
72,1.2032019704,968,'3 3BR','1980-1989',0
35,0.284,1204,'3 3BR','1980-1989',72000
24,0.23859581440000002,833,'2 2BR','1980-1989',60000
56,0.0727384615,637,'2 2BR','1980-1989',65000
44,0.107712766,982,'4 4BR+','1990-1999',75000
-9,-9.0,968,'3 3BR','2000-2009',-9
23,0.2208,900,'3 3BR','2000-2009',40000
-9,-9.0,900,'3 3BR','2000-2009',-9
53,0.072754159,1116,'4 4BR+','1980-1989',153200
44,0.9661538462,901,'3 3BR','2000-2009',12000
37,0.2194422311,1417,'3 3BR','2000-2009',50000
68,0.33375,624,'1 1BR','2000-2009',0
37,0.3178983051,1048,'3 3BR','1980-1989',108000
67,0.3156216791,506,'1 1BR','1980-1989',0
40,0.1990153846,946,'4 4BR+','1990-1999',130000
29,0.17748148149999998,515,'1 1BR','1990-1999',40500
56,0.1091901729,658,'2 2BR','1980-1989',44000
61,0.1484579477,826,'3 3BR','2000-2009',54000
52,0.0722618556,1014,'4 4BR+','1980-1989',0
28,0.1794,724,'3 3BR','1980-1989',40000
39,0.0675,1014,'4 4BR+','2000-2009',64000
-9,-9.0,882,'3 3BR','2000-2009',-9
34,0.4057297297,882,'3 3BR','2000-2009',34000
67,0.2544,561,'1 1BR','2000-2009',4000
81,0.2288472459,575,'1 1BR','1990-1999',0
63,0.6404733728,1205,'3 3BR','2000-2009',0
29,2.622,909,'2 2BR','2000-2009',8000
-9,-9.0,814,'2 2BR','2000-2009',-9
-9,-9.0,968,'3 3BR','1980-1989',-9
61,0.2077090909,930,'3 3BR','2000-2009',55000
60,0.39073145600000003,970,'3 3BR','1980-1989',102927
57,0.3624827586,542,'2 2BR','1990-1999',10000
66,0.08,925,'3 3BR','1980-1989',29000
44,0.227943662,1619,'4 4BR+','2000-2009',56500
78,0.3994179702,570,'1 1BR','2000-2009',0
37,0.31074484280000003,1011,'4 4BR+','2000-2009',102691
89,0.1039248725,710,'3 3BR','1990-1999',0
48,0.17625,778,'4 4BR+','2000-2009',40000
-9,-9.0,797,'2 2BR','2000-2009',-9
68,0.8049438202,1169,'4 4BR+','2000-2009',33100
44,0.1730285714,1042,'3 3BR','2000-2009',105000
-9,-9.0,1169,'4 4BR+','2000-2009',-9
26,0.1739512195,814,'2 2BR','2000-2009',123000
50,0.1147142857,1042,'3 3BR','2000-2009',124000
25,0.2955,787,'3 3BR','2000-2009',32000
51,0.1658453473,846,'4 4BR+','2000-2009',138000
55,0.2479354839,787,'3 3BR','2000-2009',36000
17,0.5769230769,1274,'4 4BR+','2000-2009',26000
54,0.5125488493,877,'3 3BR','2000-2009',27000
54,0.10153521619999999,806,'3 3BR','1980-1989',85200
44,0.2435820896,908,'3 3BR','1980-1989',67000
22,0.1557692308,610,'2 2BR','1990-1999',39000
50,0.066893617,998,'4 4BR+','1980-1989',200000
48,0.08588235289999999,842,'3 3BR','2000-2009',51000
30,0.1969714286,1402,'3 3BR','1980-1989',140000
-9,-9.0,854,'3 3BR','1980-1989',-9
64,0.2099871079,757,'3 3BR','1980-1989',44175
33,0.13176,923,'4 4BR+','1980-1989',190000
35,0.051596397599999996,776,'4 4BR+','2000-2009',540968
21,0.9752727273,556,'2 2BR','1980-1989',5500
73,0.1189189189,524,'2 2BR','1990-1999',0
20,0.5352076677000001,710,'2 2BR','1990-1999',6000
40,0.1987669173,844,'3 3BR','2000-2009',133000
86,0.8419133118000001,702,'2 2BR','1980-1989',0
27,0.49433333329999996,1286,'2 2BR','1980-1989',36000
29,0.2685272727,1628,'3 3BR','1980-1989',220000
36,0.9452571429000001,1628,'3 3BR','1980-1989',35000
38,0.4487088608,1082,'2 2BR','2000-2009',158000
27,0.25871167100000003,603,'1 1BR','1980-1989',0
40,0.0747071584,817,'4 4BR+','2000-2009',44000
30,1.2415730337,1246,'3 3BR','1980-1989',0
28,0.0339813084,1246,'3 3BR','1990-1999',107000
-9,-9.0,1163,'2 2BR','1980-1989',-9
42,0.2686071429,1436,'3 3BR','1990-1999',112000
60,0.6887647059,1654,'4 4BR+','1990-1999',100000
66,0.6988,1169,'4 4BR+','2000-2009',0
20,0.4144615385,583,'1 1BR','1980-1989',26000
21,0.3862338678,673,'2 2BR','2000-2009',11400
-9,-9.0,673,'2 2BR','2000-2009',-9
25,0.2296551724,548,'2 2BR','2000-2009',40600
52,0.1308548708,844,'3 3BR','1980-1989',100000
58,0.0862772857,1625,'4 4BR+','1980-1989',485968
34,0.18526027399999997,1120,'3 3BR','2000-2009',73000
-9,-9.0,785,'2 2BR','2000-2009',-9
-9,-9.0,1325,'4 4BR+','2000-2009',-9
73,0.0714130435,930,'3 3BR','2000-2009',0
40,0.0347647059,572,'2 2BR','1980-1989',68000
-9,-9.0,1077,'3 3BR','2000-2009',-9
29,0.1434903782,1031,'3 3BR','1980-1989',150000
29,0.2146875,804,'2 2BR','1980-1989',64000
44,0.07275,827,'2 2BR','1980-1989',100000
62,0.0218309859,572,'2 2BR','1980-1989',0
57,0.17305004989999995,1036,'4 4BR+','2000-2009',80000
53,0.3359,844,'3 3BR','1990-1999',120000
25,0.1997647059,615,'2 2BR','1980-1989',34000
35,0.12127272730000001,883,'4 4BR+','2000-2009',66000
38,0.19608,941,'4 4BR+','2000-2009',100000
49,0.39386666670000003,900,'3 3BR','2000-2009',45000
50,0.1317957447,1169,'4 4BR+','2000-2009',235000
71,0.2773255814,1283,'4 4BR+','2000-2009',60000
38,0.1936170213,1011,'4 4BR+','2000-2009',141000
46,0.090397351,908,'3 3BR','2000-2009',10400
-9,-9.0,700,'2 2BR','2000-2009',-9
52,0.0662937063,700,'2 2BR','2000-2009',78000
26,0.17131578949999998,570,'1 1BR','2000-2009',36000
-9,-9.0,700,'2 2BR','2000-2009',-9
55,0.1625390625,1262,'4 4BR+','1980-1989',82400
45,0.24067289719999999,977,'4 4BR+','2000-2009',107000
51,0.1894909091,909,'3 3BR','2000-2009',110000
86,0.23037249280000002,947,'3 3BR','1980-1989',0
59,0.0565335978,791,'3 3BR','2000-2009',64000
20,0.192,833,'2 2BR','1980-1989',50000
37,0.2072470588,882,'3 3BR','2000-2009',85000
37,0.3876923077,882,'3 3BR','2000-2009',25350
29,0.1949132948,899,'3 3BR','2000-2009',121000
42,0.1589538462,882,'3 3BR','1980-1989',65000
39,0.2164186047,899,'3 3BR','2000-2009',86000
45,0.6183333333,951,'4 4BR+','2000-2009',36000
75,0.36666666670000003,528,'1 1BR','1980-1989',0
43,0.0881404407,883,'4 4BR+','1980-1989',182748
-9,-9.0,605,'2 2BR','2000-2009',-9
32,0.30672,910,'3 3BR','1980-1989',46491
-9,-9.0,797,'2 2BR','2000-2009',-9
-9,-9.0,1169,'4 4BR+','2000-2009',-9
22,0.8350344828,797,'2 2BR','1980-1989',14500
52,0.3579183673,1042,'3 3BR','1980-1989',98000
-9,-9.0,2033,'4 4BR+','2000-2009',-9
51,0.0456923077,2033,'4 4BR+','1980-1989',100000
-9,-9.0,726,'2 2BR','1960-1979',-9
40,0.195744,1056,'3 3BR','2000-2009',3000
60,0.21152542370000002,1704,'3 3BR','1980-1989',30000
31,1.0470549085,1741,'4 4BR+','2000-2009',30000
56,0.8334,1269,'2 2BR','1980-1989',57000
50,0.1573043478,1082,'2 2BR','1990-1999',46000
44,0.36666666670000003,1056,'3 3BR','1980-1989',58000
27,0.2216727273,639,'2 2BR','1990-1999',55000
47,0.1710004796,1090,'4 4BR+','1980-1989',139281
69,0.1613293051,761,'2 2BR','1990-1999',67800
50,0.059641791,930,'3 3BR','1990-1999',67000
27,0.18444444440000002,1015,'1 1BR','1980-1989',5400
57,0.18098823530000002,988,'3 3BR','1980-1989',202000
43,0.0534065838,1383,'4 4BR+','2000-2009',550968
-9,-9.0,616,'2 2BR','1980-1989',-9
29,0.1898123088,1742,'4 4BR+','2000-2009',0
93,4.4256,710,'1 1BR','1980-1989',0
47,0.51888,807,'3 3BR','1990-1999',25000
-9,-9.0,858,'2 2BR','1980-1989',-9
76,0.1249655172,1123,'3 3BR','1980-1989',0
74,0.43576923079999996,840,'4 4BR+','1980-1989',0
55,0.09087999999999999,773,'3 3BR','1980-1989',75000
40,0.3630273891,923,'4 4BR+','2000-2009',70000
47,0.8867368420999999,639,'2 2BR','1980-1989',9500
38,0.3510508475,883,'4 4BR+','2000-2009',59000
37,0.4331856899,883,'4 4BR+','2000-2009',57000
33,0.41325,832,'4 4BR+','2000-2009',48000
87,0.0898498498,791,'3 3BR','1980-1989',0
43,0.0820679468,968,'3 3BR','2000-2009',37500
28,0.2713584906,763,'2 2BR','1980-1989',95000
88,0.27648,890,'2 2BR','1990-1999',0
88,0.7733333333,637,'2 2BR','1980-1989',0
28,0.2584644921,858,'2 2BR','1980-1989',50000
-9,-9.0,605,'1 1BR','1980-1989',-9
-9,-9.0,572,'2 2BR','2000-2009',-9
56,0.16051764710000002,740,'2 2BR','1980-1989',75000
30,0.2922711864,700,'2 2BR','1980-1989',56000
25,0.0531818182,1515,'3 3BR','2000-2009',44000
45,0.15624309390000002,507,'1 1BR','2000-2009',54300
47,0.2623470236,830,'3 3BR','1980-1989',25217
47,0.1102379635,880,'4 4BR+','1980-1989',60000
65,0.1021086024,807,'3 3BR','2000-2009',52000
32,0.0920536142,807,'3 3BR','2000-2009',76000
35,0.1482824025,1356,'2 2BR','1980-1989',142000
-9,-9.0,1799,'3 3BR','1990-1999',-9
-9,-9.0,900,'3 3BR','2000-2009',-9
-9,-9.0,900,'3 3BR','2000-2009',-9
-9,-9.0,1009,'4 4BR+','2000-2009',-9
-9,-9.0,1035,'4 4BR+','2000-2009',-9
-9,-9.0,1042,'3 3BR','2000-2009',-9
-9,-9.0,1198,'4 4BR+','2000-2009',-9
30,0.28006993010000003,832,'4 4BR+','2000-2009',50000
23,0.17298113210000002,585,'2 2BR','1980-1989',53000
45,0.054668639500000005,710,'2 2BR','2000-2009',485968
35,0.2860273973,1031,'3 3BR','2000-2009',70000
36,0.2938040449,1157,'3 3BR','1980-1989',18000
44,0.0465231641,1019,'3 3BR','1980-1989',47000
24,0.36,655,'0 Studio','1980-1989',20000
86,0.3543171806,982,'4 4BR+','2000-2009',0
28,0.1953230769,1592,'2 2BR','2000-2009',195000
35,0.32256716420000003,1252,'4 4BR+','2000-2009',67000
84,0.6225806452,788,'4 4BR+','1990-1999',0
36,0.175426009,1042,'3 3BR','2000-2009',33450
47,0.1798455471,1174,'4 4BR+','1980-1989',208415
69,0.1365607219,922,'3 3BR','2000-2009',8400
22,2.0088,579,'1 1BR','2000-2009',5000
36,0.21293233079999999,715,'2 2BR','2000-2009',52000
54,0.3088,897,'3 3BR','1980-1989',30000
42,0.21955555559999998,961,'4 4BR+','2000-2009',54000
67,0.1279162304,687,'2 2BR','2000-2009',0
58,0.1116266667,811,'3 3BR','1980-1989',200000
45,0.22345945949999999,811,'3 3BR','1980-1989',74000
71,0.0808351648,995,'4 4BR+','2000-2009',0
-9,-9.0,865,'3 3BR','2000-2009',-9
38,0.22916666670000002,961,'4 4BR+','2000-2009',72000
-9,-9.0,961,'4 4BR+','2000-2009',-9
71,0.4685714286,863,'3 3BR','1980-1989',0
17,1.8888801572,1757,'3 3BR','1980-1989',25450
35,0.31729411760000004,1757,'3 3BR','2000-2009',52000
46,1.0974418605,2118,'4 4BR+','1980-1989',34400
76,0.2929811321,1251,'4 4BR+','1980-1989',0
28,0.48352927479999996,1077,'3 3BR','2000-2009',0
50,0.2136,1043,'3 3BR','1980-1989',70000
67,0.3097059055,1077,'3 3BR','2000-2009',0
52,0.2722173947,2171,'4 4BR+','1980-1989',148600
52,0.1777727402,1400,'4 4BR+','2000-2009',176450
79,0.05093419019999999,615,'2 2BR','2000-2009',0
62,0.4923076923,615,'2 2BR','2000-2009',0
49,0.1602352941,844,'3 3BR','1980-1989',102000
67,0.28582677170000004,739,'1 1BR','1960-1979',0
32,0.2969142857,1169,'4 4BR+','2000-2009',70000
79,0.3852380952,1042,'3 3BR','2000-2009',0
32,0.2668125,1097,'4 4BR+','2000-2009',64000
30,0.312,1178,'3 3BR','2000-2009',40000
24,0.1752,515,'1 1BR','1980-1989',45000
76,0.0942,1157,'3 3BR','1990-1999',0
84,0.0697289848,847,'4 4BR+','1980-1989',0
35,0.13885714289999998,832,'4 4BR+','2000-2009',98000
-9,-9.0,1645,'4 4BR+','2000-2009',-9
-9,-9.0,1189,'2 2BR','2000-2009',-9
69,0.22601142859999998,791,'3 3BR','2000-2009',0
45,0.39009230770000003,1097,'3 3BR','2000-2009',45000
20,0.35600000000000004,466,'1 1BR','2000-2009',15000
61,0.5908,1238,'1 1BR','1980-1989',30000
28,0.4523111297,2125,'3 3BR','2000-2009',75000
-9,-9.0,1238,'1 1BR','2000-2009',-9
46,0.1609830508,970,'3 3BR','2000-2009',118000
36,0.07273972599999999,900,'3 3BR','1980-1989',50000
35,0.0794748359,854,'3 3BR','2000-2009',55000
-9,-9.0,538,'1 1BR','1980-1989',-9
37,0.2575384615,572,'2 2BR','2000-2009',78000
43,0.16840972010000002,757,'3 3BR','1980-1989',44600
-9,-9.0,637,'2 2BR','1980-1989',-9
32,0.3552,829,'3 3BR','2000-2009',22916
81,0.1231741745,930,'3 3BR','1980-1989',0
52,0.20325793050000002,901,'3 3BR','1990-1999',90500
48,0.402125,1069,'1 1BR','1980-1989',0
38,0.2037812748,481,'1 1BR','1980-1989',26499
31,0.2873766234,847,'3 3BR','2000-2009',38300
-9,-9.0,831,'3 3BR','2000-2009',-9
43,0.44780739469999997,928,'3 3BR','1980-1989',46520
62,0.0402146341,791,'3 3BR','1980-1989',150000
53,0.3722727273,1042,'3 3BR','2000-2009',44000
-9,-9.0,1009,'4 4BR+','2000-2009',-9
40,0.0482629108,738,'3 3BR','1990-1999',63900
-9,-9.0,484,'1 1BR','1980-1989',-9
52,0.05999684230000001,757,'3 3BR','1990-1999',95000
24,0.18396624469999998,1018,'3 3BR','1980-1989',69000
52,0.3942857143,956,'4 4BR+','1980-1989',45000
41,0.4740645161,1741,'4 4BR+','2000-2009',81000
51,0.0947772657,1704,'3 3BR','1980-1989',65000
30,0.3127782457,1515,'3 3BR','1960-1979',66070
35,0.4411428571,1742,'4 4BR+','2000-2009',26250
-9,-9.0,849,'2 2BR','1980-1989',-9
17,0.2918571429,1205,'3 3BR','1980-1989',28000
61,0.0990666667,1169,'4 4BR+','1980-1989',0
26,0.25215,921,'4 4BR+','1990-1999',80000
34,0.12300000000000001,948,'3 3BR','1980-1989',92000
25,0.20109278190000002,606,'2 2BR','1990-1999',37937
45,0.1535,700,'1 1BR','1980-1989',12000
58,0.2008295762,668,'2 2BR','1990-1999',90000
30,0.434,1137,'3 3BR','1980-1989',30000
51,0.15624489800000002,951,'4 4BR+','1990-1999',146000
50,0.5737556561,2099,'4 4BR+','1980-1989',65000
87,0.7213114754000001,1055,'1 1BR','1980-1989',0
49,0.2383902439,1250,'2 2BR','1980-1989',78000
36,0.1482536639,753,'3 3BR','1980-1989',0
75,0.1965127912,1097,'4 4BR+','1990-1999',15000
59,0.0795209581,847,'4 4BR+','1980-1989',244175
40,0.0294857143,968,'3 3BR','1980-1989',70000
54,0.2142,1291,'4 4BR+','1980-1989',40000
55,0.0910705476,1132,'3 3BR','1980-1989',105000
39,0.24604811,1291,'4 4BR+','1980-1989',87000
65,0.0840542986,740,'2 2BR','1980-1989',0
53,0.1356555745,968,'3 3BR','1980-1989',126000
37,0.22125,893,'3 3BR','1990-1999',20000
61,0.19098605579999997,830,'3 3BR','1990-1999',81000
56,0.2568979592,1120,'4 4BR+','1980-1989',80000
50,0.1300137931,1428,'3 3BR','1980-1989',145000
32,0.1597183099,882,'3 3BR','1980-1989',71000
58,0.3465716322,865,'3 3BR','1980-1989',0
48,0.19877999999999998,968,'3 3BR','1980-1989',200000
46,0.4138174439,941,'4 4BR+','1990-1999',46364
26,0.1631641791,1250,'4 4BR+','1980-1989',67000
43,0.147588785,923,'4 4BR+','1990-1999',107000
31,0.3026086957,797,'2 2BR','1980-1989',46000
-9,-9.0,797,'2 2BR','1990-1999',-9
40,0.1843292357,1157,'3 3BR','1980-1989',93000
73,0.101734104,738,'3 3BR','1980-1989',25950
33,0.0176056338,573,'2 2BR','1990-1999',85000
30,0.1827634559,1361,'2 2BR','1980-1989',90000
22,0.37242105259999997,1042,'3 3BR','1980-1989',57000
50,0.056925619800000014,766,'3 3BR','1980-1989',111000
75,0.19008,1043,'3 3BR','1980-1989',0
36,0.2700623933,941,'4 4BR+','1990-1999',182001
43,0.2689180328,1077,'3 3BR','1980-1989',61000
58,0.24246153850000002,955,'3 3BR','1980-1989',46000
62,0.2998176292,968,'3 3BR','1980-1989',32900
36,0.2564859813,1310,'4 4BR+','2000-2009',107000
-9,-9.0,1470,'4 4BR+','2000-2009',-9
23,0.15045,648,'1 1BR','2000-2009',80000
31,0.3363428571,648,'1 1BR','2000-2009',35000
-9,-9.0,782,'2 2BR','1980-1989',-9
54,0.2565,854,'2 2BR','1980-1989',40000
26,0.2718,854,'2 2BR','1980-1989',60000
53,0.6797867979000001,710,'1 1BR','1980-1989',12600
56,0.17712,947,'3 3BR','1980-1989',0
36,0.3314788732,1189,'2 2BR','1980-1989',56800
31,0.2157857143,893,'3 3BR','1990-1999',56000
60,0.2544,704,'2 2BR','1990-1999',15000
55,0.23236363640000002,677,'2 2BR','1990-1999',22000
39,0.26128,804,'2 2BR','1980-1989',75000
36,0.0913672922,1659,'3 3BR','1980-1989',74000
29,0.10407398150000001,891,'2 2BR','1980-1989',40000
33,0.2736,754,'1 1BR','1980-1989',40000
60,0.15492,1237,'3 3BR','1980-1989',100000
50,0.0355,1283,'4 4BR+','1990-1999',45000
28,0.1209333333,695,'2 2BR','1980-1989',90000
27,0.17085726440000001,827,'2 2BR','1990-1999',68000
29,0.2282565219,687,'2 2BR','1980-1989',45002
27,0.6460714286,742,'1 1BR','1980-1989',11000
67,1.7,768,'2 2BR','2000-2009',0
27,0.376,968,'3 3BR','1980-1989',30000
-9,-9.0,1198,'4 4BR+','2000-2009',-9
54,0.2520560124,676,'1 1BR','2000-2009',0
37,0.09246428570000001,1024,'3 3BR','1980-1989',112000
40,0.34439672,633,'1 1BR','1980-1989',25010
34,0.1251,1147,'3 3BR','2000-2009',40000
52,0.5029827316,913,'2 2BR','2000-2009',25480
46,0.6985714286,1294,'4 4BR+','2000-2009',42000
47,0.4295004234000001,1291,'4 4BR+','1980-1989',115000
29,0.43008,1473,'3 3BR','1980-1989',25000
62,0.1577142857,1018,'3 3BR','1990-1999',3587
42,0.10328,968,'3 3BR','1980-1989',2941
26,0.4822857143,836,'1 1BR','1980-1989',21000
17,0.1764444444,1205,'2 2BR','1980-1989',27000
59,0.3707865169,978,'3 3BR','1980-1989',44500
25,0.2752340426,740,'2 2BR','1990-1999',47000
73,0.22730654760000002,858,'2 2BR','1980-1989',0
45,2.445,1047,'3 3BR','1990-1999',0
32,0.2943396226,1189,'2 2BR','1980-1989',46000
31,0.3548076923,1082,'2 2BR','1990-1999',20800
33,0.2596845426,1961,'4 4BR+','1980-1989',7500
49,0.20711999999999997,1961,'4 4BR+','1990-1999',186184
49,0.2484705882,1325,'4 4BR+','1990-1999',85000
53,0.2100779844,1059,'3 3BR','2000-2009',100000
76,0.30098076,1059,'3 3BR','1960-1979',0
46,0.2946,1076,'1 1BR','1980-1989',60000
-9,-9.0,1578,'4 4BR+','2000-2009',-9
29,1.720754717,1517,'4 4BR+','2000-2009',14000
48,0.6385135135,974,'2 2BR','1980-1989',0
-9,-9.0,1470,'4 4BR+','2000-2009',-9
28,0.2705,835,'1 1BR','1980-1989',48000
-9,-9.0,1517,'4 4BR+','2000-2009',-9
-9,-9.0,1517,'4 4BR+','2000-2009',-9
53,0.092985604,1815,'4 4BR+','1980-1989',220000
67,0.136815161,1860,'4 4BR+','1980-1989',0
93,3.795436664,968,'3 3BR','1990-1999',0
53,0.0854464286,740,'2 2BR','1980-1989',41000
44,42.08,521,'0 Studio','1980-1989',0
27,0.264,605,'1 1BR','1980-1989',18000
46,0.1099764706,700,'1 1BR','1980-1989',85000
32,0.24947368420000002,700,'1 1BR','1980-1989',38000
68,0.2729294052,1057,'2 2BR','1980-1989',0
17,-1.0,968,'3 3BR','1980-1989',0
40,0.0776666667,968,'3 3BR','1980-1989',62000
-9,-9.0,797,'2 2BR','1980-1989',-9
58,0.2179322034,1525,'3 3BR','1990-1999',118000
36,0.38518331229999997,883,'4 4BR+','1980-1989',78000
45,0.3333,883,'4 4BR+','1990-1999',50000
