,AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
11128,74,0.09789473679999999,2438,'3 3BR','1940-1959',50000
11129,45,0.5357240375,1243,'1 1BR','-5',22000
11130,35,0.5691369644,904,'2 2BR','-5',22200
11131,37,0.3797640653,1095,'3 3BR','1940-1959',26500
11132,55,0.1492626091,1243,'1 1BR','-5',56000
11133,47,0.6053230745,1421,'2 2BR','1960-1979',0
11134,49,0.1471387049,1119,'2 2BR','-5',63000
11135,54,0.42857142859999997,1156,'1 1BR','1940-1959',0
11136,33,0.2366269037,1444,'2 2BR','-5',80000
11137,23,1.6015457278,1444,'2 2BR','-5',14000
11138,46,0.24325820480000002,945,'2 2BR','1960-1979',38000
11139,48,0.161700053,1243,'3 3BR','1940-1959',69000
11140,93,0.18517431190000003,1436,'4 4BR+','1960-1979',0
11141,37,0.055239015,2438,'3 3BR','1940-1959',75000
11142,49,0.2781963603,1474,'2 2BR','-5',0
11143,65,0.21899270980000002,819,'2 2BR','1960-1979',0
11144,54,0.2895849057,1095,'3 3BR','1940-1959',0
11145,67,0.20231248149999997,1094,'3 3BR','1940-1959',40800
11146,70,0.15712101609999998,821,'2 2BR','-5',0
11147,-9,-9.0,1095,'3 3BR','-5',-9
11148,25,0.3663352472,1094,'3 3BR','1940-1959',50000
11149,-9,-9.0,1095,'3 3BR','1960-1979',-9
11150,48,0.3616071429,629,'1 1BR','1940-1959',20000
11151,-9,-9.0,1094,'3 3BR','1960-1979',-9
11152,37,0.2609400705,966,'2 2BR','1960-1979',170000
11153,42,0.2483076,1436,'4 4BR+','1940-1959',60000
11154,67,0.0680167751,1231,'3 3BR','1960-1979',61000
11155,57,0.0410785338,1496,'4 4BR+','-5',90000
11156,24,0.2339728955,1921,'3 3BR','1940-1959',103000
11157,47,0.3302279971,1421,'2 2BR','1960-1979',49000
11158,57,0.091902439,1394,'3 3BR','-5',40000
11159,38,0.40083243329999996,1496,'4 4BR+','1940-1959',21000
11160,41,7.334180432,929,'1 1BR','-5',800
11161,27,0.1211505164,1119,'2 2BR','1960-1979',116000
11162,55,1.4040632054,1496,'4 4BR+','-5',8000
11163,57,0.2172081482,929,'1 1BR','1960-1979',52000
11164,66,0.0772,1394,'3 3BR','1960-1979',80000
11165,25,0.3774423722,1394,'3 3BR','1980-1989',45000
11166,54,22.130890051999998,1231,'3 3BR','1940-1959',0
11167,32,0.3168588452,1231,'3 3BR','1940-1959',70000
11168,52,0.2202071659,1231,'3 3BR','1960-1979',88000
11169,37,0.1801334678,966,'2 2BR','1940-1959',125000
11170,40,0.2411029663,2438,'3 3BR','-5',158000
11171,30,0.4725650943,1795,'2 2BR','1940-1959',54000
11172,89,1.5,1474,'2 2BR','1960-1979',0
11173,54,0.5026455026,1895,'3 3BR','1940-1959',25000
11174,-9,-9.0,945,'2 2BR','1980-1989',-9
11175,20,2.2354120714,819,'2 2BR','1960-1979',5000
11176,65,0.23076923079999997,1094,'3 3BR','1960-1979',40000
11177,81,23.770909091,629,'1 1BR','1960-1979',0
11178,44,0.3556299912,1421,'2 2BR','1940-1959',49000
11179,53,0.27662384440000004,1921,'3 3BR','1940-1959',75000
11180,60,0.5068392607,1421,'2 2BR','-5',8005
11181,47,0.1877955307,1901,'3 3BR','1940-1959',85000
11182,81,0.1258254292,1394,'3 3BR','-5',7466
11183,63,0.32102320289999997,1394,'3 3BR','-5',15000
11184,85,4.5368620038,1156,'1 1BR','-5',570
11185,26,0.263920953,1444,'2 2BR','1960-1979',65000
11186,47,0.13076205400000002,1156,'1 1BR','1940-1959',110412
11187,53,0.2987339977,1243,'3 3BR','1940-1959',20000
11188,66,0.26016,971,'2 2BR','1960-1979',20000
11189,59,0.3949711542,971,'2 2BR','1960-1979',60000
11190,64,0.9215276346,1445,'4 4BR+','1940-1959',34000
11191,66,0.3211703959,816,'1 1BR','1960-1979',28000
11192,58,0.3888950707,971,'2 2BR','1960-1979',36000
11193,86,0.1110545455,816,'1 1BR','1940-1959',0
11194,34,0.31245,1243,'1 1BR','1990-1999',70000
11195,47,0.2865241605,1095,'3 3BR','1940-1959',3000
11196,67,0.08711492970000001,1094,'3 3BR','1960-1979',110000
11197,76,0.4469347396,821,'2 2BR','-5',0
11198,64,0.3333507062,629,'1 1BR','-5',19200
11199,-9,-9.0,819,'2 2BR','1940-1959',-9
11200,47,6.2592,1094,'3 3BR','1980-1989',0
11201,70,0.1482191125,1394,'3 3BR','-5',20000
11202,27,0.2287856567,1394,'3 3BR','1940-1959',103000
11203,59,0.1251796642,1394,'3 3BR','-5',135000
11204,52,0.0745441008,1394,'3 3BR','-5',90000
11205,86,0.6545654565,1394,'3 3BR','-5',0
11206,-9,-9.0,1394,'3 3BR','-5',-9
11207,67,0.3578823529,1394,'3 3BR','-5',0
11208,61,0.7176840215000001,1394,'3 3BR','-5',0
11209,47,0.3184006211,1231,'3 3BR','1940-1959',0
11210,86,1.41125,816,'1 1BR','2000-2009',0
11211,68,0.4394913425,1243,'3 3BR','1960-1979',10800
11212,55,0.557441558,966,'2 2BR','1940-1959',0
11213,37,0.4275031386,2438,'3 3BR','-5',35000
11214,64,0.4060120895,2332,'4 4BR+','-5',0
11215,71,2.0769230769,1243,'1 1BR','-5',0
11216,44,0.3914035298,945,'2 2BR','1960-1979',24521
11217,-9,-9.0,765,'1 1BR','1960-1979',-9
11218,55,0.40194835520000005,629,'1 1BR','1960-1979',15000
11219,41,0.42335936590000006,629,'1 1BR','1940-1959',25750
11220,49,0.3025966878,629,'1 1BR','1960-1979',20000
11221,83,1.375,1474,'2 2BR','1960-1979',0
11222,41,0.2280831,1921,'3 3BR','1960-1979',13600
11223,26,-1.0,1798,'3 3BR','-5',0
11224,46,0.41366888479999997,1444,'2 2BR','1940-1959',20000
11225,26,0.1390858861,1798,'3 3BR','-5',94500
11226,56,-1.0,1496,'4 4BR+','-5',0
11227,70,0.623,1444,'2 2BR','1960-1979',0
11228,52,0.39121504189999995,1243,'3 3BR','1960-1979',30000
11229,52,0.0560417948,1231,'3 3BR','1940-1959',48000
11230,82,0.12912442400000002,1429,'4 4BR+','1960-1979',0
11231,-9,-9.0,971,'2 2BR','1960-1979',-9
11232,28,0.5997898634000001,816,'1 1BR','1960-1979',20000
11233,64,0.6197830803000001,971,'2 2BR','1980-1989',30000
11234,31,0.335811495,1243,'3 3BR','1960-1979',81000
11235,-9,-9.0,815,'1 1BR','1960-1979',-9
11236,60,0.2471783296,1093,'0 Studio','1960-1979',0
11237,45,0.22392730079999998,1243,'1 1BR','-5',65000
11238,52,0.3961084086,1243,'1 1BR','-5',95000
11239,55,0.816,1243,'1 1BR','-5',0
11240,56,0.20872258059999999,1474,'2 2BR','-5',250890
11241,36,2.4290322581,629,'1 1BR','1940-1959',0
11242,51,1.0036049027,1196,'4 4BR+','1940-1959',7000
11243,27,0.8175182482,821,'2 2BR','-5',0
11244,52,0.353364458,1201,'4 4BR+','1990-1999',93440
11245,72,0.22608000000000003,819,'2 2BR','1960-1979',0
11246,65,0.10404604449999999,1258,'4 4BR+','1960-1979',166000
11247,50,0.3822120541,1196,'4 4BR+','1940-1959',28000
11248,67,1.1192917055,1231,'3 3BR','-5',0
11249,32,0.4610764611,945,'2 2BR','1960-1979',13000
11250,37,0.4494714404,945,'2 2BR','1960-1979',23000
11251,33,0.5884499912,1921,'3 3BR','1940-1959',34000
11252,38,0.2541290323,1921,'3 3BR','1940-1959',53000
11253,31,19.510917030999998,1394,'3 3BR','1940-1959',0
11254,56,0.3887744227,1119,'2 2BR','-5',6000
11255,57,0.2306895838,929,'1 1BR','-5',29000
11256,44,0.46813347409999995,1496,'4 4BR+','-5',0
11257,39,0.0391909834,1119,'2 2BR','1940-1959',103000
11258,73,0.6744,929,'1 1BR','1940-1959',2500
11259,-9,-9.0,971,'2 2BR','1960-1979',-9
11260,46,17.051334702000002,971,'2 2BR','1990-1999',500
11261,66,0.2200791733,1445,'4 4BR+','1980-1989',25000
11262,75,0.42917514479999996,1436,'4 4BR+','1960-1979',0
11263,43,0.37293058380000005,1243,'1 1BR','-5',31000
11264,53,2.2065369962,1243,'1 1BR','-5',5000
11265,30,0.3116125267,1243,'1 1BR','-5',72000
11266,32,0.2700226798,945,'2 2BR','1940-1959',45000
11267,43,0.548290531,819,'2 2BR','1990-1999',12720
11268,33,0.1962660083,819,'2 2BR','1960-1979',0
11269,78,0.4878,1243,'1 1BR','-5',0
11270,78,0.3384827586,1243,'1 1BR','-5',0
11271,54,0.279693627,1474,'2 2BR','-5',135000
11272,70,0.0648076309,1921,'3 3BR','1940-1959',985
11273,49,0.0144160636,1474,'2 2BR','-5',35000
11274,27,0.3354544697,1014,'2 2BR','1960-1979',36000
11275,77,0.4164,1740,'4 4BR+','1960-1979',0
11276,32,0.138395983,815,'1 1BR','-5',100000
11277,60,0.1002771584,1394,'3 3BR','-5',48000
11278,44,0.6402795839000001,1496,'4 4BR+','-5',0
11279,33,0.43448534619999996,1798,'3 3BR','1940-1959',48000
11280,30,0.47104373979999997,1798,'3 3BR','-5',35000
11281,34,0.3723354743,1243,'3 3BR','1940-1959',77000
11282,70,0.1789677419,971,'2 2BR','1980-1989',83000
11283,55,0.1349454545,1445,'4 4BR+','1980-1989',195000
11284,56,0.0813516367,971,'2 2BR','1960-1979',75000
11285,53,0.34328925520000003,971,'2 2BR','1960-1979',15000
11286,55,0.1435586865,971,'2 2BR','1960-1979',125000
11287,54,0.19935763690000002,1243,'3 3BR','1960-1979',115500
11288,35,0.41246810429999997,1243,'3 3BR','1980-1989',60000
11289,51,0.922999833,966,'2 2BR','1960-1979',12000
11290,44,0.6612727273,1243,'1 1BR','-5',6000
11291,22,0.4304,1082,'1 1BR','-5',0
11292,61,0.3975,1082,'1 1BR','1940-1959',0
11293,46,0.1037464733,2948,'4 4BR+','2000-2009',456943
11294,42,0.1869861175,2367,'4 4BR+','1960-1979',123000
11295,77,0.5631100359000001,1474,'2 2BR','1940-1959',24000
11296,81,0.4206818182,629,'1 1BR','1960-1979',0
11297,80,0.8310675284000001,1196,'4 4BR+','1960-1979',0
11298,35,0.17629405210000001,1094,'3 3BR','1940-1959',70000
11299,89,0.0956157825,821,'2 2BR','-5',0
11300,43,0.10623864599999999,1094,'3 3BR','1960-1979',87000
11301,60,0.2320813646,819,'2 2BR','1940-1959',25000
11302,39,0.5383331697,1095,'3 3BR','-5',0
11303,38,0.19045238690000002,629,'1 1BR','1960-1979',8000
11304,72,0.08981808029999999,1394,'3 3BR','1940-1959',0
11305,33,0.030990049300000003,1394,'3 3BR','1960-1979',207000
11306,60,0.675,929,'1 1BR','1960-1979',0
11307,-9,-9.0,1496,'4 4BR+','-5',-9
11308,53,0.2052540577,1394,'3 3BR','-5',52000
11309,40,0.0925575799,1603,'4 4BR+','-5',37440
11310,45,0.1320381444,1394,'3 3BR','-5',45000
11311,59,0.14629768140000002,1394,'3 3BR','-5',31820
11312,24,0.14295383779999998,1119,'2 2BR','1940-1959',7400
11313,31,0.1030272711,1243,'3 3BR','1940-1959',74000
11314,57,0.1369168357,1429,'4 4BR+','2000-2009',356943
11315,33,0.2651136806,1361,'2 2BR','1960-1979',23040
11316,33,0.3666504702,1474,'2 2BR','-5',0
11317,51,1.006,1474,'2 2BR','-5',0
11318,51,0.10084928259999999,1243,'1 1BR','1940-1959',119000
11319,28,0.4800320556,765,'1 1BR','1960-1979',15000
11320,30,0.1565198058,765,'1 1BR','1960-1979',54000
11321,34,0.21800784850000002,1094,'3 3BR','1960-1979',64000
11322,38,0.2654575158,819,'2 2BR','1960-1979',60000
11323,-9,-9.0,629,'1 1BR','1960-1979',-9
11324,42,0.42390425979999996,2268,'3 3BR','1960-1979',52000
11325,38,0.191184854,1191,'0 Studio','-5',100000
11326,38,0.2523117921,1243,'1 1BR','1960-1979',150000
11327,-9,-9.0,1421,'2 2BR','-5',-9
11328,69,0.3421482642,1921,'3 3BR','1940-1959',60000
11329,-9,-9.0,1921,'3 3BR','1960-1979',-9
11330,37,0.18548895899999998,1243,'1 1BR','-5',9000
11331,55,0.7779290462,1243,'1 1BR','-5',22674
11332,41,0.23395362960000002,1474,'2 2BR','-5',125000
11333,63,0.0772924722,1251,'3 3BR','1960-1979',0
11334,47,1.5881291358,1423,'1 1BR','1960-1979',10000
11335,20,1.9662243667,815,'1 1BR','1960-1979',5000
11336,69,0.11531628529999999,951,'3 3BR','1940-1959',0
11337,31,0.1169181117,951,'3 3BR','1960-1979',131400
11338,35,0.10466738619999999,1394,'3 3BR','-5',114000
11339,63,0.1982730734,1394,'3 3BR','1960-1979',0
11340,66,1.2077142856999998,1150,'1 1BR','1960-1979',0
11341,57,0.2448,1156,'1 1BR','-5',0
11342,66,1.2542213884,1150,'1 1BR','-5',0
11343,36,0.2064447297,765,'1 1BR','1960-1979',60000
11344,-9,-9.0,945,'2 2BR','1960-1979',-9
11345,64,0.1298412698,816,'1 1BR','1960-1979',0
11346,61,0.0866491618,1243,'3 3BR','1960-1979',4000
11347,36,1.0096750517,971,'2 2BR','1980-1989',15000
11348,32,0.1472357569,1445,'4 4BR+','1960-1979',147000
11349,35,0.1178531632,1445,'4 4BR+','1940-1959',341943
11350,63,0.1476191905,1445,'4 4BR+','1960-1979',0
11351,75,0.0429699768,1429,'4 4BR+','1960-1979',0
11352,27,0.19623822170000002,966,'2 2BR','1960-1979',55000
11353,25,6.3373083475,966,'2 2BR','1960-1979',1800
11354,32,0.0670312637,1243,'1 1BR','-5',341943
11355,49,0.24831683170000002,1285,'1 1BR','1940-1959',20000
11356,69,1.716,1243,'1 1BR','-5',0
11357,32,0.192,1474,'2 2BR','1940-1959',0
11358,-9,-9.0,1191,'0 Studio','-5',-9
11359,84,-1.0,1467,'4 4BR+','-5',0
11360,77,1.053,1251,'3 3BR','1960-1979',0
11361,45,0.3814360001,1294,'1 1BR','1960-1979',41000
11362,-9,-9.0,1294,'1 1BR','1960-1979',-9
11363,28,0.2257481868,1243,'1 1BR','-5',72000
11364,57,0.2170164243,1243,'1 1BR','-5',50000
11365,93,0.267,629,'1 1BR','1960-1979',0
11366,69,1.1037820756,819,'2 2BR','1960-1979',0
11367,48,0.4605061801,821,'2 2BR','-5',0
11368,64,0.4376259867,1094,'3 3BR','1960-1979',65000
11369,53,3.938028169,629,'1 1BR','-5',0
11370,50,0.2959952481,629,'1 1BR','1980-1989',32000
11371,66,0.0778812938,819,'2 2BR','1980-1989',52500
11372,41,0.4041724268,1259,'4 4BR+','-5',0
11373,93,0.1632362073,1394,'3 3BR','-5',33000
11374,64,0.1454545455,1315,'4 4BR+','1960-1979',0
11375,35,0.2078169979,1105,'3 3BR','-5',65000
11376,62,0.3116025417,1105,'3 3BR','1960-1979',40000
11377,48,0.4497062975,1496,'4 4BR+','-5',22000
11378,66,1.224,1394,'3 3BR','-5',0
11379,37,0.9744333817,1603,'4 4BR+','1940-1959',15000
11380,30,0.1972838751,929,'1 1BR','-5',85000
11381,56,0.6557142857,929,'1 1BR','1980-1989',0
11382,24,0.3848802755,625,'1 1BR','1940-1959',25000
11383,49,0.3486399239,1296,'3 3BR','-5',40000
11384,30,0.2659903192,796,'2 2BR','1960-1979',48000
11385,43,0.3317662592,1243,'3 3BR','-5',100000
11386,-9,-9.0,662,'1 1BR','1960-1979',-9
11387,50,0.07591097549999999,1093,'0 Studio','1960-1979',341943
11388,59,0.0772625552,951,'3 3BR','1960-1979',45000
11389,55,0.6281632653,765,'1 1BR','1960-1979',0
11390,40,0.5559268724,945,'2 2BR','1960-1979',15300
11391,43,0.249673544,765,'1 1BR','1960-1979',23000
11392,27,0.2636571017,736,'1 1BR','1960-1979',14400
11393,63,0.2874676525,2370,'4 4BR+','1960-1979',54000
11394,78,1.0045714286,1583,'2 2BR','1940-1959',0
11395,74,0.1392765105,819,'2 2BR','1940-1959',0
11396,40,0.1821951831,1987,'4 4BR+','1940-1959',79700
11397,53,0.3952258065,1054,'1 1BR','-5',25000
11398,61,2.6672391584,1243,'1 1BR','1940-1959',0
11399,34,0.4751241937,1474,'2 2BR','-5',27000
11400,66,0.2930232558,1294,'1 1BR','1940-1959',0
11401,72,0.5723440473,1621,'2 2BR','1960-1979',12000
11402,32,-1.0,719,'0 Studio','1960-1979',0
11403,-9,-9.0,1122,'2 2BR','1940-1959',-9
11404,39,0.2502333911,1921,'3 3BR','1960-1979',105000
11405,55,-1.0,1921,'3 3BR','1940-1959',0
11406,56,0.20810902899999997,2140,'4 4BR+','1940-1959',60000
11407,51,0.2894257521,1574,'3 3BR','1960-1979',50000
11408,40,0.2614656292,1302,'3 3BR','-5',67000
11409,-9,-9.0,1000,'1 1BR','1960-1979',-9
11410,39,0.44008605590000005,1795,'2 2BR','1960-1979',40000
11411,72,0.9124552437000001,1795,'2 2BR','1960-1979',15000
11412,76,0.525,619,'1 1BR','-5',0
11413,60,0.4650025018,1231,'3 3BR','1960-1979',18000
11414,38,0.681664623,1474,'2 2BR','-5',40000
11415,57,0.5058813715,1474,'2 2BR','1960-1979',36000
11416,78,0.7593896714,1243,'1 1BR','1940-1959',0
11417,61,-1.0,1798,'3 3BR','1960-1979',0
11418,83,0.45152,1798,'3 3BR','-5',21711
11419,30,0.3887729728,1156,'1 1BR','-5',70000
11420,73,0.1574611399,1812,'4 4BR+','-5',42000
11421,77,0.0748235294,1394,'3 3BR','-5',33000
11422,-9,-9.0,1812,'4 4BR+','-5',-9
11423,-9,-9.0,1156,'1 1BR','-5',-9
11424,70,0.6703061378,1156,'1 1BR','-5',14000
11425,41,-1.0,1150,'1 1BR','-5',0
11426,54,0.1418755142,1150,'1 1BR','-5',133887
11427,47,0.1377458621,1290,'3 3BR','1960-1979',111000
11428,22,0.6433940204,945,'2 2BR','1960-1979',12000
11429,62,0.2275,956,'2 2BR','1940-1959',0
11430,23,0.09931423199999999,816,'1 1BR','1980-1989',105000
11431,53,0.4760458176,1243,'3 3BR','1940-1959',56000
11432,55,2.0171556013,1802,'4 4BR+','1940-1959',0
11433,24,0.6619179372,816,'1 1BR','1960-1979',17000
11434,75,0.2606037736,1243,'3 3BR','1960-1979',0
11435,24,0.46058823530000004,816,'1 1BR','1960-1979',0
11436,33,2.1037394451,966,'2 2BR','1960-1979',5000
11437,66,0.2749090909,959,'0 Studio','-5',0
11438,56,0.086867815,1054,'1 1BR','1960-1979',102000
11439,30,0.09287387789999998,1243,'1 1BR','1940-1959',38000
11440,57,0.08773590949999999,2058,'3 3BR','-5',140000
11441,47,1.8957345972,2675,'4 4BR+','-5',9560
11442,40,0.24010404510000002,1243,'1 1BR','1940-1959',60000
11443,29,0.24756585399999997,1598,'3 3BR','-5',28000
11444,72,0.3676944024,2525,'4 4BR+','1940-1959',69000
11445,47,0.1802674191,1243,'1 1BR','-5',43400
11446,61,0.0777876405,1474,'2 2BR','1940-1959',130000
11447,47,0.0337272037,1094,'3 3BR','1960-1979',163600
11448,-9,-9.0,1094,'3 3BR','-5',-9
11449,39,0.1981158474,1095,'3 3BR','-5',18000
11450,85,0.5390909091,1201,'4 4BR+','1960-1979',0
11451,-9,-9.0,629,'1 1BR','1940-1959',-9
11452,-9,-9.0,629,'1 1BR','2000-2009',-9
11453,52,0.0308000059,1201,'4 4BR+','1960-1979',136000
11454,42,2.4318181818,1196,'4 4BR+','1940-1959',0
11455,51,0.3612107907,1094,'3 3BR','1960-1979',0
11456,28,0.22125447780000002,1196,'4 4BR+','1960-1979',28500
11457,44,0.3711532484,1094,'3 3BR','1940-1959',10514
11458,35,0.2260762228,1094,'3 3BR','1940-1959',0
11459,-9,-9.0,821,'2 2BR','1940-1959',-9
11460,52,0.2550210182,876,'1 1BR','1960-1979',30000
11461,36,0.3812478111,876,'1 1BR','1960-1979',20000
11462,68,0.1923167018,1394,'3 3BR','1940-1959',0
11463,33,0.14700239810000001,701,'1 1BR','1960-1979',50000
11464,70,0.2427083333,1394,'3 3BR','-5',0
11465,-9,-9.0,1394,'3 3BR','-5',-9
11466,43,0.44943588689999997,1119,'2 2BR','1940-1959',2524
11467,49,0.1029929074,1119,'2 2BR','1940-1959',260000
11468,62,0.20184971100000001,1394,'3 3BR','-5',9300
11469,70,0.276546091,929,'1 1BR','1980-1989',0
11470,63,0.7180325634999999,1394,'3 3BR','1940-1959',40000
11471,46,0.2243441014,966,'2 2BR','1960-1979',15000
11472,51,-1.0,966,'2 2BR','1940-1959',0
11473,35,0.324594698,1231,'3 3BR','1940-1959',102000
11474,50,0.11117802380000001,1231,'3 3BR','-5',12000
11475,-9,-9.0,1469,'4 4BR+','-5',-9
11476,82,0.291954023,1012,'2 2BR','-5',0
11477,39,0.38334762310000003,772,'2 2BR','1940-1959',15000
11478,55,0.056386913600000005,887,'2 2BR','1960-1979',136000
11479,76,0.16868571429999998,1921,'3 3BR','-5',0
11480,48,-1.0,1795,'2 2BR','1940-1959',0
11481,57,0.4867581964,1082,'1 1BR','1960-1979',40000
11482,48,0.1015094007,741,'2 2BR','-5',68000
11483,75,0.6743215031,592,'0 Studio','1960-1979',0
11484,41,0.3134716755,1595,'4 4BR+','1960-1979',30000
11485,38,0.24036762109999998,1550,'3 3BR','-5',17000
11486,44,0.3564612183,2525,'4 4BR+','1940-1959',55800
11487,77,0.2906158861,741,'2 2BR','-5',35000
11488,81,0.6838038164,2140,'4 4BR+','1940-1959',6000
11489,40,0.0714213043,1921,'3 3BR','1960-1979',59000
11490,76,0.3242411442,1921,'3 3BR','-5',32000
11491,57,0.34134791740000003,1251,'2 2BR','1960-1979',30000
11492,35,169.35483871,1251,'2 2BR','1960-1979',0
11493,48,0.1604,2332,'4 4BR+','1960-1979',137000
11494,77,0.38716938659999994,619,'1 1BR','1960-1979',0
11495,25,0.09985734660000001,772,'2 2BR','-5',122000
11496,35,0.4914340318,716,'0 Studio','-5',0
11497,53,0.9638612078000001,1231,'3 3BR','1960-1979',0
11498,-9,-9.0,1474,'2 2BR','-5',-9
11499,-9,-9.0,730,'1 1BR','1960-1979',-9
11500,37,0.5380663241,741,'2 2BR','1940-1959',15000
11501,-9,-9.0,1550,'3 3BR','-5',-9
11502,58,1.1830769231,1202,'2 2BR','1940-1959',0
11503,75,1.5419999999999998,1438,'2 2BR','1960-1979',0
11504,56,0.6228838996,1438,'2 2BR','1960-1979',25000
11505,25,0.4045945946,1827,'4 4BR+','1940-1959',14000
11506,54,0.2222279221,1697,'4 4BR+','1960-1979',78000
11507,35,0.1443854725,1150,'1 1BR','1960-1979',72000
11508,22,0.1711174932,1156,'1 1BR','1960-1979',70000
11509,57,0.5087797978,1290,'3 3BR','-5',29000
11510,23,2.3214285714,1290,'3 3BR','1960-1979',0
11511,56,1.2483870968000002,1445,'4 4BR+','1940-1959',10000
11512,43,0.2164162682,1445,'4 4BR+','1960-1979',100000
11513,40,1.000657387,1474,'2 2BR','-5',70000
11514,-9,-9.0,1191,'0 Studio','-5',-9
11515,72,5.2909090909,1474,'2 2BR','1940-1959',0
11516,53,0.11988772619999999,1243,'1 1BR','1940-1959',93000
11517,-9,-9.0,701,'1 1BR','1960-1979',-9
11518,38,1.1532493535,1243,'1 1BR','1960-1979',24000
11519,53,0.22615102809999998,2268,'3 3BR','1960-1979',145800
11520,69,0.34546469090000004,1094,'3 3BR','1960-1979',40000
11521,93,0.04633043480000001,1474,'2 2BR','1940-1959',0
11522,65,0.08320820820000001,1094,'3 3BR','1940-1959',43400
11523,55,0.4242046163,1094,'3 3BR','1940-1959',14440
11524,78,0.3964890703,1095,'3 3BR','-5',0
11525,37,0.2095252943,1094,'3 3BR','1980-1989',77000
11526,23,0.37980859450000004,1094,'3 3BR','1940-1959',16000
11527,65,0.1430583624,1201,'4 4BR+','1980-1989',0
11528,69,0.5414874482,1095,'3 3BR','1940-1959',11000
11529,39,0.1437639389,1095,'3 3BR','1940-1959',35000
11530,28,-1.0,1095,'3 3BR','1940-1959',0
11531,-9,-9.0,876,'1 1BR','1940-1959',-9
11532,49,0.19077689329999997,876,'1 1BR','1960-1979',45000
11533,60,0.4407630522,876,'1 1BR','1960-1979',5400
11534,51,9.414084507,887,'2 2BR','1940-1959',0
11535,51,0.4002722941,701,'1 1BR','1960-1979',0
11536,-9,-9.0,772,'2 2BR','-5',-9
11537,30,0.1253135756,772,'2 2BR','-5',80000
11538,50,2.16,1394,'3 3BR','-5',0
11539,40,0.46936244109999997,1119,'2 2BR','1940-1959',6899
11540,63,0.3055555556,929,'1 1BR','1960-1979',0
11541,54,0.1721884849,929,'1 1BR','-5',39040
11542,49,0.1190771305,1394,'3 3BR','1990-1999',138000
11543,50,0.2650326577,1394,'3 3BR','-5',59400
11544,33,0.3342089552,1394,'3 3BR','1990-1999',0
11545,25,0.17484629100000001,815,'1 1BR','-5',55000
11546,56,0.1715977131,1231,'3 3BR','1940-1959',148000
11547,52,8.7365967366,966,'2 2BR','-5',1300
11548,76,1.932,1231,'3 3BR','1960-1979',0
11549,78,0.3985381599,1231,'3 3BR','1940-1959',0
11550,19,7.7082066869000005,1600,'4 4BR+','1990-1999',1000
11551,29,-1.0,966,'2 2BR','-5',0
11552,24,0.1989338575,1081,'3 3BR','-5',88500
11553,41,1.0656927003,1921,'3 3BR','1960-1979',20000
11554,34,0.41157431200000005,1921,'3 3BR','1940-1959',72000
11555,55,0.2794816631,993,'3 3BR','-5',40000
11556,38,0.1674263205,993,'3 3BR','-5',97000
11557,51,0.3167299429,1243,'1 1BR','-5',44000
11558,86,22.2,1243,'1 1BR','1940-1959',0
11559,-9,-9.0,1550,'3 3BR','-5',-9
11560,52,0.251181634,1550,'3 3BR','-5',40000
11561,35,0.20225258570000001,1302,'3 3BR','1960-1979',100000
11562,56,0.15901274529999998,1574,'3 3BR','1960-1979',89000
11563,56,0.6659726115,1292,'3 3BR','1960-1979',25000
11564,44,0.9551287886,2058,'3 3BR','1940-1959',22000
11565,70,0.5766666667,2058,'3 3BR','-5',2880
11566,-9,-9.0,1382,'2 2BR','1960-1979',-9
11567,69,20.952380952000002,1382,'2 2BR','1960-1979',0
11568,59,0.625541609,2268,'3 3BR','1940-1959',48000
11569,63,0.1108572752,2525,'4 4BR+','1960-1979',190000
11570,59,0.2941821127,1539,'3 3BR','1960-1979',42000
11571,52,0.3787162046,993,'3 3BR','-5',29000
11572,39,0.34748234850000004,2140,'4 4BR+','1960-1979',84000
11573,-9,-9.0,1243,'1 1BR','-5',-9
11574,57,0.1313440387,1474,'2 2BR','-5',185000
11575,77,0.3879699248,971,'2 2BR','1960-1979',0
11576,49,0.101332693,1895,'3 3BR','-5',100000
11577,58,0.37227683640000003,897,'1 1BR','-5',9600
11578,70,1.6585074627,1104,'2 2BR','1940-1959',4000
11579,55,0.1925088637,993,'3 3BR','1940-1959',33000
11580,70,777.6,1025,'4 4BR+','-5',0
11581,57,0.28083109920000005,1202,'2 2BR','-5',0
11582,56,3.984,1156,'1 1BR','1960-1979',0
11583,55,0.1488235294,1444,'2 2BR','1960-1979',100000
11584,-9,-9.0,1150,'1 1BR','1960-1979',-9
11585,52,0.0367345083,1550,'3 3BR','1960-1979',66000
11586,57,0.2872867364,915,'2 2BR','1980-1989',40000
11587,-9,-9.0,593,'0 Studio','1960-1979',-9
11588,38,0.2092040101,1363,'3 3BR','1960-1979',46000
11589,60,0.2914942529,1363,'3 3BR','1940-1959',0
11590,38,0.2544661612,897,'1 1BR','-5',50000
11591,34,0.0772172974,2061,'4 4BR+','-5',155600
11592,58,0.13773711019999998,1221,'3 3BR','1960-1979',36000
11593,-9,-9.0,980,'2 2BR','-5',-9
11594,47,0.4105052013,1231,'3 3BR','1960-1979',64000
11595,39,0.3514013472,969,'3 3BR','1960-1979',14000
11596,59,0.6575342465999999,1243,'1 1BR','1960-1979',3000
11597,50,0.1953470789,2948,'4 4BR+','1960-1979',100000
