,AGE1,BURDEN,FMR,FMTBEDRMS,FMTBUILT,TOTSAL
38321,63,0.5908920399,1241,'1 1BR','1960-1979',40000
38322,68,0.45929203539999996,1474,'2 2BR','1960-1979',0
38323,22,0.47194034869999996,1241,'1 1BR','1940-1959',35700
38324,78,0.7392947103,1241,'1 1BR','1940-1959',0
38325,69,0.40896057350000004,1241,'1 1BR','1960-1979',0
38326,-9,-9.0,1116,'2 2BR','1960-1979',-9
38327,71,0.581,1116,'2 2BR','1960-1979',0
38328,-9,-9.0,1049,'1 1BR','-5',-9
38329,43,0.6280071345,1420,'2 2BR','-5',10000
38330,40,0.24001373469999998,1134,'3 3BR','1940-1959',35000
38331,66,0.17207456559999998,1294,'2 2BR','1960-1979',60000
38332,27,0.16898435329999997,930,'2 2BR','-5',80000
38333,43,0.6747758393000001,930,'2 2BR','-5',14400
38334,56,0.3679525223,1597,'3 3BR','1940-1959',34400
38335,64,1.4666666667,1183,'2 2BR','1960-1979',0
38336,21,0.42171408619999995,1012,'2 2BR','1960-1979',17200
38337,61,0.4203243243,1243,'1 1BR','1960-1979',27000
38338,68,0.4326315789,1895,'3 3BR','-5',0
38339,78,0.16544219699999999,1895,'3 3BR','-5',40000
38340,58,0.1243385067,1008,'3 3BR','-5',90000
38341,-9,-9.0,1310,'4 4BR+','-5',-9
38342,44,0.3015296206,1166,'4 4BR+','-5',27000
38343,52,0.1442437584,1008,'3 3BR','-5',80000
38344,40,0.1017874198,1598,'3 3BR','1940-1959',44000
38345,82,0.2846580407,1598,'3 3BR','1940-1959',0
38346,26,0.2932790224,929,'1 1BR','1940-1959',28000
38347,54,0.07714641230000001,1394,'3 3BR','1940-1959',82000
38348,40,0.2297998674,1496,'4 4BR+','1990-1999',89000
38349,57,0.33581675380000003,1394,'3 3BR','After 2010',59500
38350,50,0.0595740571,1496,'4 4BR+','1960-1979',103600
38351,88,0.3283550914,2268,'3 3BR','1940-1959',0
38352,-9,-9.0,1474,'2 2BR','-5',-9
38353,76,1.1505791506,1895,'3 3BR','1960-1979',0
38354,63,0.2118458999,1201,'4 4BR+','1990-1999',120000
38355,33,0.5320508003,821,'2 2BR','-5',0
38356,66,0.1145998684,1094,'3 3BR','1990-1999',41500
38357,62,0.0955283824,1095,'3 3BR','-5',0
38358,59,0.09713509890000001,1094,'3 3BR','1960-1979',26000
38359,21,0.7662451484,629,'1 1BR','1960-1979',8000
38360,31,0.1678611707,629,'1 1BR','1990-1999',55000
38361,-9,-9.0,1094,'3 3BR','1960-1979',-9
38362,23,0.6342857143,778,'2 2BR','1960-1979',0
38363,46,0.2864186944,778,'2 2BR','1960-1979',21000
38364,41,0.29409685399999996,1763,'3 3BR','1960-1979',17000
38365,39,0.19340004260000002,1539,'3 3BR','1960-1979',140000
38366,45,0.7954801142,1770,'4 4BR+','1940-1959',74000
38367,24,1.6208775452000002,1170,'4 4BR+','1960-1979',7000
38368,61,0.3554438861,1049,'3 3BR','1940-1959',17820
38369,26,0.0840198592,778,'2 2BR','1960-1979',53000
38370,36,0.3686312371,778,'2 2BR','1960-1979',22000
38371,56,1.1295156543,1763,'3 3BR','1960-1979',15000
38372,72,0.209578122,1763,'3 3BR','1960-1979',21000
38373,44,0.21489256420000002,2077,'4 4BR+','-5',45000
38374,21,0.4539242079,1592,'4 4BR+','1960-1979',29000
38375,31,0.1080774681,1394,'3 3BR','1940-1959',95000
38376,56,0.3265819528,1394,'3 3BR','1960-1979',70000
38377,58,0.11481791390000001,1570,'3 3BR','1960-1979',55000
38378,38,0.21428032489999999,887,'2 2BR','1960-1979',39800
38379,36,0.1467575166,887,'2 2BR','1960-1979',63000
38380,48,0.6804123711,765,'1 1BR','1960-1979',4300
38381,70,0.423869414,1603,'4 4BR+','-5',0
38382,44,0.4834100266,1119,'2 2BR','1960-1979',24800
38383,52,0.0747042059,1394,'3 3BR','1940-1959',139000
38384,68,0.2731258707,1496,'4 4BR+','1940-1959',42000
38385,69,-1.0,1119,'2 2BR','1940-1959',0
38386,48,0.21827880260000002,1394,'3 3BR','1990-1999',74500
38387,57,0.2331958961,1394,'3 3BR','1940-1959',22600
38388,81,0.638372093,1296,'3 3BR','-5',0
38389,29,0.11447343480000001,1384,'4 4BR+','1960-1979',190000
38390,30,0.0590754173,1296,'3 3BR','1960-1979',100000
38391,53,0.4632042577,1529,'4 4BR+','1960-1979',19700
38392,26,0.2464705882,1412,'2 2BR','1960-1979',80000
38393,49,0.2283852716,1243,'1 1BR','1960-1979',70000
38394,30,0.22646542329999997,966,'2 2BR','-5',45000
38395,-9,-9.0,966,'2 2BR','-5',-9
38396,30,-1.0,815,'1 1BR','-5',0
38397,33,0.6262284875999999,1231,'3 3BR','1990-1999',45000
38398,47,0.38913725229999996,1231,'3 3BR','1960-1979',0
38399,34,0.2436020011,966,'2 2BR','-5',45001
38400,59,-1.0,1231,'3 3BR','1940-1959',0
38401,37,0.45117463909999994,966,'2 2BR','-5',0
38402,-9,-9.0,966,'2 2BR','-5',-9
38403,54,0.1424837669,969,'3 3BR','1940-1959',98000
38404,34,0.1879649407,1032,'4 4BR+','1940-1959',79000
38405,-9,-9.0,1259,'3 3BR','1940-1959',-9
38406,75,0.0941428729,930,'2 2BR','-5',0
38407,46,0.24052817170000002,951,'3 3BR','1960-1979',80000
38408,51,0.3423040797,1382,'2 2BR','1960-1979',49000
38409,45,0.19332947949999998,684,'1 1BR','1960-1979',32000
38410,-9,-9.0,1168,'4 4BR+','1940-1959',-9
38411,54,0.0831254085,1891,'4 4BR+','-5',105000
38412,31,0.3298930381,768,'2 2BR','1960-1979',32000
38413,58,0.1301972452,921,'3 3BR','-5',78000
38414,46,3.1283754151,951,'3 3BR','1960-1979',16000
38415,27,0.3885120508,683,'2 2BR','1960-1979',20800
38416,21,0.8037178786,870,'2 2BR','1960-1979',11000
38417,36,0.19529142859999998,1304,'4 4BR+','1940-1959',13200
38418,28,0.9202864649,1115,'1 1BR','-5',26000
38419,56,0.0,1682,'3 3BR','-5',15600
38420,75,0.1309608541,951,'3 3BR','-5',0
38421,60,0.3269798658,561,'1 1BR','1940-1959',10400
38422,61,0.3120743034,748,'1 1BR','1960-1979',0
38423,49,0.1209860362,748,'1 1BR','1960-1979',58000
38424,40,0.5421823981,925,'2 2BR','1960-1979',0
38425,49,0.3184279746,1241,'1 1BR','1960-1979',0
38426,53,0.1689964095,828,'2 2BR','1960-1979',57400
38427,63,0.045745802599999996,659,'1 1BR','1960-1979',37000
38428,27,0.634009009,659,'1 1BR','-5',0
38429,27,0.2209255246,983,'2 2BR','1940-1959',42000
38430,63,0.19621632120000002,1311,'3 3BR','1960-1979',15600
38431,29,0.2859823607,1015,'3 3BR','1960-1979',0
38432,59,5376.0,1276,'0 Studio','1960-1979',0
38433,79,0.62595,2438,'3 3BR','1960-1979',0
38434,44,0.2891909806,1901,'3 3BR','1940-1959',78222
38435,79,0.0904,993,'3 3BR','1940-1959',0
38436,56,0.2505085537,1881,'3 3BR','1940-1959',30000
38437,75,1.1595865684,1878,'3 3BR','1960-1979',0
38438,48,1.0796092125,1878,'3 3BR','-5',0
38439,59,0.3111834057,1890,'3 3BR','-5',25000
38440,41,0.4529454545,2374,'4 4BR+','1940-1959',10000
38441,39,0.987826498,2374,'4 4BR+','1940-1959',17000
38442,23,0.5676255904,874,'2 2BR','1940-1959',14000
38443,67,0.25466666670000004,975,'2 2BR','1960-1979',35000
38444,35,0.7505217754000001,975,'2 2BR','1960-1979',12000
38445,55,0.19949186789999998,1976,'4 4BR+','1960-1979',132923
38446,51,0.6162291988,1570,'3 3BR','1940-1959',35000
38447,38,0.20416085399999997,819,'2 2BR','1960-1979',33000
38448,82,0.1992094862,1204,'3 3BR','1960-1979',0
38449,-9,-9.0,765,'1 1BR','1960-1979',-9
38450,34,0.49741554670000004,1290,'3 3BR','1960-1979',30000
38451,50,0.10801623369999999,1081,'3 3BR','1960-1979',173000
38452,61,0.1913389357,1081,'3 3BR','1960-1979',80000
38453,34,0.1402228577,1610,'2 2BR','1960-1979',142000
38454,-9,-9.0,1610,'2 2BR','1960-1979',-9
38455,47,0.2001122307,1610,'2 2BR','1960-1979',40000
38456,29,0.1768510903,1262,'1 1BR','1960-1979',90000
38457,51,0.7200849658,1440,'4 4BR+','1940-1959',17000
38458,43,0.1552466425,729,'2 2BR','-5',27500
38459,21,0.2977695876,743,'2 2BR','1940-1959',31500
38460,67,0.0760295671,1490,'4 4BR+','1940-1959',50000
38461,46,0.2052434625,1233,'4 4BR+','1960-1979',75000
38462,28,0.2036511746,956,'2 2BR','-5',30000
38463,35,1.1342990425,1147,'3 3BR','-5',9300
38464,53,0.3419041001,924,'2 2BR','1940-1959',14400
38465,67,1.0590604027,893,'2 2BR','1960-1979',0
38466,47,0.6215276123,1523,'4 4BR+','1960-1979',19881
38467,33,0.09612435230000001,828,'2 2BR','1960-1979',92000
38468,32,0.1676222727,1073,'3 3BR','1960-1979',52000
38469,61,0.3046392062,2367,'4 4BR+','1960-1979',40719
38470,47,0.3618854536,2058,'3 3BR','1960-1979',75000
38471,59,0.0845043627,2367,'4 4BR+','-5',346943
38472,-9,-9.0,975,'2 2BR','1960-1979',-9
38473,28,0.12983805029999998,1282,'3 3BR','1960-1979',115000
38474,78,0.22600091460000002,767,'1 1BR','-5',0
38475,74,0.44545454549999997,1173,'3 3BR','1940-1959',0
38476,87,0.24705882350000002,821,'2 2BR','1940-1959',0
38477,41,0.5703707410000001,819,'2 2BR','1960-1979',20000
38478,36,0.0878188005,550,'0 Studio','1960-1979',82000
38479,55,0.1906854475,1020,'3 3BR','1940-1959',51000
38480,46,0.1060176696,1081,'3 3BR','1960-1979',156000
38481,44,0.1281522201,1081,'3 3BR','1960-1979',127000
38482,93,0.36585512229999995,2009,'3 3BR','1960-1979',30000
38483,51,0.2603936799,2009,'3 3BR','1960-1979',50000
38484,58,0.6087443946,2009,'3 3BR','1960-1979',0
38485,67,0.2296814741,1890,'3 3BR','1960-1979',51744
38486,45,0.17274144239999997,2174,'4 4BR+','1960-1979',133500
38487,45,0.7666705457999999,726,'2 2BR','1960-1979',0
38488,-9,-9.0,566,'1 1BR','1940-1959',-9
38489,46,0.39421353229999995,1249,'4 4BR+','1940-1959',24000
38490,20,0.5268566091,553,'1 1BR','1960-1979',15000
38491,66,0.15651214130000002,1895,'3 3BR','1960-1979',0
38492,64,0.29,883,'1 1BR','1960-1979',0
38493,52,1.1556,1157,'4 4BR+','-5',0
38494,76,0.16693548390000001,2268,'3 3BR','1960-1979',0
38495,63,0.3098448827,2608,'4 4BR+','1960-1979',154000
38496,27,0.0965247158,705,'1 1BR','-5',71000
38497,63,0.0839147856,1110,'3 3BR','-5',60000
38498,52,0.27230599980000003,1799,'4 4BR+','1960-1979',90000
38499,38,0.5944319037,1539,'3 3BR','-5',16000
38500,-9,-9.0,1122,'2 2BR','1960-1979',-9
38501,63,0.1637409862,1164,'3 3BR','-5',23000
38502,60,0.34463516710000003,1406,'4 4BR+','1940-1959',33000
38503,-9,-9.0,767,'1 1BR','1960-1979',-9
38504,66,0.1399232043,1055,'1 1BR','1960-1979',20000
38505,27,0.2386587091,1316,'2 2BR','-5',58000
38506,33,0.3326789792,1921,'3 3BR','1960-1979',50000
38507,30,0.1564745803,1921,'3 3BR','1940-1959',135000
38508,54,0.06984365769999999,785,'2 2BR','-5',55000
38509,-9,-9.0,1031,'3 3BR','1960-1979',-9
38510,29,0.2468780488,1497,'4 4BR+','1940-1959',0
38511,46,0.2175189873,1523,'4 4BR+','1960-1979',50000
38512,40,0.5388612555,1412,'2 2BR','-5',0
38513,64,0.2613430127,1277,'3 3BR','1940-1959',0
38514,-9,-9.0,1443,'4 4BR+','1940-1959',-9
38515,37,0.0859639691,1243,'1 1BR','1960-1979',40000
38516,44,0.4298276971,1008,'3 3BR','1940-1959',28000
38517,34,0.2532910947,1598,'3 3BR','1960-1979',85200
38518,29,0.2380535225,1073,'2 2BR','1960-1979',35000
38519,38,0.2158179333,1406,'4 4BR+','1980-1989',101000
38520,48,0.2623570154,557,'1 1BR','1960-1979',28600
38521,56,0.370080491,1025,'3 3BR','-5',32000
38522,66,0.16988235289999998,1282,'3 3BR','1960-1979',0
38523,35,0.0295,834,'1 1BR','1960-1979',0
38524,24,-1.0,1050,'2 2BR','1960-1979',0
38525,42,0.23762102989999997,743,'2 2BR','-5',35000
38526,61,0.6139351446,1025,'3 3BR','1960-1979',0
38527,30,0.08478109800000001,743,'2 2BR','1960-1979',95000
38528,48,0.5190084546,740,'2 2BR','1960-1979',10400
38529,42,0.0691369579,2948,'4 4BR+','-5',683886
38530,59,0.2521024166,1012,'2 2BR','-5',32000
38531,38,0.21577296420000003,1435,'4 4BR+','1960-1979',81000
38532,53,0.127078259,1019,'3 3BR','1960-1979',170000
38533,60,0.40748828909999996,971,'3 3BR','1960-1979',60000
38534,41,0.1494169927,1032,'4 4BR+','1960-1979',158000
38535,50,0.3218085106,1833,'2 2BR','1960-1979',21984
38536,67,0.1707907943,1231,'3 3BR','-5',55000
38537,48,0.059603471,1094,'4 4BR+','1960-1979',125000
38538,82,0.28017241379999996,718,'2 2BR','1940-1959',0
38539,-9,-9.0,736,'2 2BR','-5',-9
38540,38,0.2317894737,783,'2 2BR','1960-1979',0
38541,34,0.11,910,'2 2BR','1960-1979',80000
38542,45,0.4598967988,910,'2 2BR','1960-1979',20000
38543,40,0.7112318581999999,1200,'3 3BR','-5',14000
38544,40,0.1655706536,1582,'3 3BR','1940-1959',149298
38545,37,0.29636048530000003,1032,'3 3BR','1960-1979',7500
38546,30,0.2451796834,692,'2 2BR','1940-1959',40000
38547,65,0.4035821324,1895,'3 3BR','1960-1979',47000
38548,-9,-9.0,1204,'3 3BR','1960-1979',-9
38549,21,-1.0,591,'1 1BR','-5',0
38550,35,0.2870162491,915,'2 2BR','1940-1959',45000
38551,42,0.5317973434000001,921,'3 3BR','-5',0
38552,31,0.1743529412,1013,'3 3BR','1960-1979',53933
38553,38,0.1603113806,1013,'3 3BR','1960-1979',129000
38554,27,-1.0,1049,'1 1BR','-5',0
38555,72,0.3271634511,1866,'4 4BR+','1960-1979',23000
38556,48,0.12124528300000001,1202,'2 2BR','-5',85000
38557,57,0.2553191489,1049,'1 1BR','1940-1959',45000
38558,-9,-9.0,1623,'3 3BR','1960-1979',-9
38559,78,0.4369491525,2417,'4 4BR+','1960-1979',0
38560,28,-1.0,1623,'3 3BR','-5',0
38561,-9,-9.0,1623,'3 3BR','1960-1979',-9
38562,65,0.0243774758,1721,'3 3BR','-5',90000
38563,62,0.3341722387,1721,'3 3BR','-5',45000
38564,61,0.3321823506,1298,'4 4BR+','1960-1979',33400
38565,27,0.22619762280000003,780,'2 2BR','-5',50000
38566,44,0.6627393225,1183,'2 2BR','1960-1979',17680
38567,60,0.2032017997,1073,'4 4BR+','1960-1979',50000
38568,60,0.5690117353,726,'2 2BR','-5',8400
38569,27,0.19582955579999997,568,'1 1BR','1940-1959',32000
38570,84,0.4,1195,'4 4BR+','1960-1979',0
38571,76,0.2410746269,1195,'4 4BR+','1960-1979',0
38572,46,0.1308147233,783,'2 2BR','1940-1959',68000
38573,30,-1.0,816,'3 3BR','1960-1979',0
38574,56,0.35908047020000006,1188,'4 4BR+','-5',43000
38575,-9,-9.0,785,'2 2BR','1940-1959',-9
38576,60,0.20635494920000003,1188,'4 4BR+','-5',47000
38577,51,0.060458999400000005,973,'3 3BR','1940-1959',54000
38578,-9,-9.0,943,'3 3BR','-5',-9
38579,-9,-9.0,943,'3 3BR','-5',-9
38580,35,0.5784740892,591,'1 1BR','-5',10800
38581,49,0.0966806316,568,'1 1BR','1960-1979',90000
38582,76,0.24,1204,'3 3BR','1940-1959',0
38583,30,0.2666980452,1191,'1 1BR','-5',68000
38584,62,0.029662651600000003,1412,'2 2BR','1940-1959',70000
38585,72,0.8069565217,1394,'3 3BR','-5',0
38586,57,0.30384875079999996,1394,'3 3BR','1940-1959',80000
38587,76,0.1961632653,1394,'3 3BR','1940-1959',0
38588,43,0.5912004918,1682,'3 3BR','-5',0
38589,66,0.4229170215,1115,'1 1BR','-5',79500
38590,63,0.0749226716,1322,'2 2BR','-5',104800
38591,88,0.1816845509,1627,'3 3BR','1960-1979',0
38592,-9,-9.0,1627,'3 3BR','1960-1979',-9
38593,30,0.252101729,1627,'3 3BR','1940-1959',44992
38594,43,0.1831158532,1798,'3 3BR','1940-1959',160000
38595,-9,-9.0,1390,'2 2BR','1960-1979',-9
38596,46,0.36403465100000004,2061,'4 4BR+','-5',0
38597,53,0.15932372919999999,1876,'3 3BR','-5',124000
38598,81,0.624388408,1798,'3 3BR','-5',0
38599,58,0.0657685499,1135,'1 1BR','1940-1959',100000
38600,22,0.17573394969999998,1020,'3 3BR','1940-1959',58000
38601,37,0.1151211515,1020,'3 3BR','1960-1979',119600
38602,68,0.1117377049,1019,'3 3BR','1980-1989',0
38603,57,0.24727748489999998,1081,'3 3BR','1960-1979',52000
38604,-9,-9.0,1890,'3 3BR','1960-1979',-9
38605,65,0.1694376787,2374,'4 4BR+','1960-1979',69700
38606,82,3.3237292743,2374,'4 4BR+','1960-1979',0
38607,50,0.2019988686,1861,'4 4BR+','1960-1979',60000
38608,57,0.3904109589,568,'1 1BR','1960-1979',0
38609,72,0.162095951,973,'3 3BR','-5',28000
38610,40,0.174533393,843,'3 3BR','1960-1979',76000
38611,59,0.957358092,1039,'3 3BR','-5',0
38612,60,0.026391131,1165,'3 3BR','-5',170000
38613,52,0.46709984439999996,1377,'4 4BR+','1960-1979',65588
38614,62,0.2812366919,1188,'4 4BR+','1940-1959',35000
38615,-9,-9.0,602,'1 1BR','1960-1979',-9
38616,44,0.06812245559999999,1359,'4 4BR+','-5',374443
38617,24,0.20490732760000002,1420,'2 2BR','1960-1979',72000
38618,55,0.45052804630000004,1420,'2 2BR','1960-1979',56000
38619,54,0.27910619870000003,1290,'3 3BR','1960-1979',46000
38620,57,2.2654902747,1221,'3 3BR','1960-1979',10000
38621,67,0.437573755,1568,'3 3BR','1960-1979',5500
38622,60,0.23043399309999998,1145,'4 4BR+','1960-1979',110000
38623,43,0.6990302686,1445,'4 4BR+','2000-2009',98000
38624,64,0.2763809524,1243,'3 3BR','1990-1999',0
38625,33,0.1035608605,971,'2 2BR','1980-1989',170000
38626,53,0.1283136409,1445,'4 4BR+','1960-1979',181700
38627,30,0.3074552109,971,'2 2BR','1980-1989',50700
38628,48,0.0906429644,1243,'3 3BR','1940-1959',143000
38629,44,0.1346130945,966,'2 2BR','1960-1979',29830
38630,63,0.1554590702,1474,'2 2BR','1960-1979',85000
38631,40,0.1601737788,1191,'1 1BR','1940-1959',35000
38632,-9,-9.0,1173,'3 3BR','1960-1979',-9
38633,75,0.0820963173,1231,'3 3BR','1960-1979',0
38634,80,0.5117640351,2009,'3 3BR','1940-1959',13000
38635,35,0.19889502760000002,1002,'3 3BR','1960-1979',99000
38636,22,0.6713621262,632,'1 1BR','1960-1979',15000
38637,55,0.10898284529999999,935,'2 2BR','1940-1959',68000
38638,36,0.18404539670000003,1299,'4 4BR+','1960-1979',70000
38639,57,0.3021333333,1299,'4 4BR+','-5',0
38640,65,0.252,1243,'1 1BR','-5',0
38641,37,0.10679714859999999,1895,'3 3BR','1940-1959',683886
38642,75,0.22541538460000002,1474,'2 2BR','-5',0
38643,38,0.036390692599999996,1421,'3 3BR','1960-1979',79000
38644,45,0.2104736842,1795,'2 2BR','1960-1979',72000
38645,40,0.0037851137,1285,'1 1BR','1940-1959',111000
38646,78,0.5340376996,2370,'4 4BR+','1940-1959',31667
38647,57,0.11041196130000001,2075,'4 4BR+','1960-1979',240000
38648,42,-1.0,1450,'2 2BR','-5',0
38649,62,0.20509960160000001,1015,'3 3BR','1960-1979',42000
38650,65,0.6778405964,1241,'1 1BR','1960-1979',20000
38651,56,0.29784418420000003,1894,'3 3BR','1960-1979',65000
38652,42,0.9083200111,1577,'3 3BR','1940-1959',14400
38653,46,0.4047142857,1924,'4 4BR+','1960-1979',0
38654,48,0.4497355545,1883,'4 4BR+','1960-1979',19400
38655,72,0.52992,1153,'1 1BR','1960-1979',0
38656,79,0.31304347829999996,744,'1 1BR','-5',0
38657,49,0.2709880711,921,'2 2BR','-5',40000
38658,77,0.461,1134,'3 3BR','1940-1959',0
38659,36,0.2294994498,1134,'3 3BR','1960-1979',60000
38660,41,0.0191366775,1244,'4 4BR+','1960-1979',349943
38661,45,0.1797457025,577,'1 1BR','1960-1979',38000
38662,39,0.163183611,692,'2 2BR','1960-1979',51000
38663,56,0.2097486672,1259,'3 3BR','1960-1979',32720
38664,41,0.5479538632000001,1183,'2 2BR','1960-1979',19000
38665,67,0.180218233,1277,'3 3BR','-5',0
38666,72,0.1337973139,1895,'3 3BR','1960-1979',458443
38667,73,0.1032383457,2124,'4 4BR+','1940-1959',25000
38668,28,0.0763605751,782,'2 2BR','-5',109162
38669,64,0.08568183050000001,1058,'4 4BR+','-5',37000
38670,61,0.45138037649999996,992,'3 3BR','1940-1959',0
38671,-9,-9.0,740,'1 1BR','-5',-9
38672,59,0.25523346059999996,1496,'4 4BR+','1960-1979',20000
38673,-9,-9.0,1394,'3 3BR','1940-1959',-9
38674,57,8.0752941176,929,'1 1BR','1980-1989',0
38675,56,14.562162162,1119,'2 2BR','1940-1959',0
38676,30,2.8204158789999996,1394,'3 3BR','1960-1979',1600
38677,56,0.8426631335,929,'1 1BR','1960-1979',0
38678,-9,-9.0,2525,'4 4BR+','1940-1959',-9
38679,69,0.4905889496,1577,'3 3BR','1940-1959',0
38680,-9,-9.0,1474,'2 2BR','-5',-9
38681,39,0.1992383718,1201,'4 4BR+','1990-1999',135000
38682,68,-1.0,1094,'3 3BR','1940-1959',0
38683,47,0.16663861300000002,1094,'3 3BR','1990-1999',55000
38684,93,0.146,819,'2 2BR','1940-1959',0
38685,50,0.1960814196,1094,'3 3BR','2000-2009',210000
38686,-9,-9.0,629,'1 1BR','1960-1979',-9
38687,49,0.4301097536,1094,'3 3BR','1990-1999',36400
38688,66,0.09600753,1094,'3 3BR','1940-1959',40000
38689,39,0.1157609405,1094,'3 3BR','1980-1989',138000
38690,33,0.31009887350000004,1188,'4 4BR+','-5',61000
38691,34,0.22797133460000002,1039,'3 3BR','-5',44400
38692,35,0.1612175653,1232,'4 4BR+','1960-1979',102000
38693,24,0.508260739,552,'1 1BR','1940-1959',10000
38694,66,0.3959375,2189,'4 4BR+','1960-1979',0
38695,-9,-9.0,1763,'3 3BR','1960-1979',-9
38696,54,0.6367510283,1799,'4 4BR+','1960-1979',27000
38697,78,0.17262889879999999,1129,'4 4BR+','1940-1959',0
38698,-9,-9.0,1177,'3 3BR','-5',-9
38699,51,0.329010885,1170,'4 4BR+','1940-1959',22000
38700,-9,-9.0,1049,'3 3BR','1960-1979',-9
38701,52,3.2373333332999996,1763,'3 3BR','1960-1979',0
38702,33,0.2806355922,1039,'3 3BR','-5',87000
38703,73,0.2156002884,2027,'4 4BR+','1960-1979',25000
38704,54,1.10384468,2381,'4 4BR+','1960-1979',94000
38705,66,0.14247811900000001,1499,'2 2BR','1940-1959',80000
38706,84,0.490212766,925,'2 2BR','1960-1979',0
38707,71,0.1903375021,1363,'3 3BR','1960-1979',55600
38708,46,0.2761196518,1394,'3 3BR','1960-1979',60000
38709,67,0.06828523780000001,1496,'4 4BR+','1960-1979',0
38710,27,0.1296749233,1570,'3 3BR','1960-1979',45000
38711,79,0.523,1570,'3 3BR','1940-1959',0
38712,66,0.1340636976,1183,'3 3BR','1960-1979',6000
38713,64,0.16010526320000001,951,'3 3BR','1960-1979',0
38714,54,0.8257142856999999,1116,'1 1BR','1960-1979',0
38715,39,0.1699864927,2396,'4 4BR+','1960-1979',117000
38716,60,0.060678260199999993,1595,'4 4BR+','1990-1999',130000
38717,67,0.0953748923,1394,'3 3BR','-5',65000
38718,41,0.16738332460000002,1394,'3 3BR','1990-1999',113000
38719,71,0.22130052719999999,1496,'4 4BR+','1990-1999',7000
38720,64,0.0942124133,1394,'3 3BR','1940-1959',145000
38721,77,1.1390532544,1394,'3 3BR','1980-1989',0
38722,22,0.3626694116,1119,'2 2BR','1940-1959',35000
38723,43,0.4534028292,1496,'4 4BR+','1940-1959',78000
38724,-9,-9.0,929,'1 1BR','-5',-9
38725,46,0.3293382701,1394,'3 3BR','1990-1999',55563
38726,77,0.04932215190000001,973,'3 3BR','1960-1979',0
38727,49,0.2701756141,819,'2 2BR','1960-1979',40000
38728,57,0.8516370440000001,1158,'3 3BR','1940-1959',30000
38729,57,0.16956174899999998,1406,'4 4BR+','1940-1959',51500
38730,72,0.2503291139,1231,'3 3BR','-5',12000
38731,-9,-9.0,966,'2 2BR','1940-1959',-9
38732,54,0.12869508970000001,966,'2 2BR','1940-1959',105000
38733,27,0.3627343109,815,'1 1BR','-5',50000
38734,46,0.2661607827,1436,'4 4BR+','-5',57000
38735,65,0.1990588235,966,'2 2BR','1960-1979',0
38736,27,0.2586392065,966,'2 2BR','1990-1999',95000
38737,-9,-9.0,966,'2 2BR','1940-1959',-9
38738,-9,-9.0,1231,'3 3BR','1940-1959',-9
38739,88,0.5749253731,1032,'4 4BR+','1960-1979',3310
38740,63,0.08879171460000002,969,'3 3BR','1960-1979',78000
38741,-9,-9.0,766,'1 1BR','1960-1979',-9
38742,46,0.369,766,'1 1BR','1960-1979',0
38743,48,0.6434911243,992,'3 3BR','-5',16250
38744,58,0.1435485657,2574,'4 4BR+','1940-1959',275000
38745,56,0.1035,784,'2 2BR','-5',17000
38746,83,0.5437212506,1243,'4 4BR+','-5',0
38747,73,0.0227587391,1081,'3 3BR','1960-1979',0
38748,50,0.5148,780,'2 2BR','1960-1979',0
38749,28,0.4354717611,887,'2 2BR','1960-1979',24000
38750,26,0.11948404619999999,737,'2 2BR','1940-1959',84000
38751,47,0.2979301353,521,'0 Studio','1960-1979',17000
38752,38,0.5321223454,876,'2 2BR','1960-1979',15000
38753,43,0.6292654714,876,'2 2BR','1960-1979',15600
38754,49,0.1127083931,1142,'4 4BR+','1940-1959',55000
38755,75,0.1488,1056,'3 3BR','1940-1959',0
38756,40,0.11082401189999999,737,'2 2BR','1940-1959',60000
38757,38,0.9119711249,737,'2 2BR','1960-1979',10000
38758,69,1.0148571429000002,1921,'3 3BR','1960-1979',0
38759,-9,-9.0,1073,'2 2BR','1960-1979',-9
38760,41,0.1692109518,1073,'2 2BR','1960-1979',73000
38761,56,0.19025399010000002,768,'2 2BR','1940-1959',5000
38762,67,1.016,768,'2 2BR','1940-1959',0
38763,68,0.48976377950000005,683,'2 2BR','1960-1979',0
38764,22,0.24796117480000002,566,'1 1BR','1960-1979',20000
38765,55,0.4006627693,1052,'4 4BR+','-5',32000
38766,65,0.3510469675,1052,'4 4BR+','1940-1959',12000
38767,36,0.1532664154,1115,'1 1BR','-5',30000
38768,53,0.10062691619999999,1598,'3 3BR','-5',39000
38769,25,0.6942016414,983,'2 2BR','1960-1979',15000
38770,-9,-9.0,1015,'3 3BR','1960-1979',-9
38771,67,0.28676470589999997,572,'1 1BR','1960-1979',0
38772,55,0.2444014042,706,'2 2BR','-5',33000
38773,58,0.3332840691,2701,'3 3BR','1960-1979',88000
38774,86,0.0532076856,1795,'2 2BR','1940-1959',90000
38775,46,0.1410130941,1423,'1 1BR','1960-1979',140000
38776,62,0.1400954389,993,'3 3BR','1960-1979',0
38777,41,0.1278819638,1025,'4 4BR+','1940-1959',60000
38778,68,1.1477042802,2168,'4 4BR+','1960-1979',0
38779,74,0.1877718448,1881,'3 3BR','-5',0
38780,57,0.06996717429999999,2168,'4 4BR+','1940-1959',209660
38781,89,0.3948,2130,'4 4BR+','1940-1959',0
38782,66,0.3154357404,2130,'4 4BR+','1960-1979',0
